"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","yearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_1689-0027_KnowledgeField_8_YearEvaluation_2005_Qualis_B3","Journal_1689-0027","1689-0027","Acta Protozoologica","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1689-0027_KnowledgeField_9_YearEvaluation_2005_Qualis_B3","Journal_1689-0027","1689-0027","Acta Protozoologica","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1689-0027_KnowledgeField_999_YearEvaluation_2005_Qualis_C","Journal_1689-0027","1689-0027","Acta Protozoologica","KnowledgeField_999",999,"ENSINO DE CIÊNCIAS E MATEMATICA","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1689-0027_KnowledgeField_19_YearEvaluation_2005_Qualis_B2","Journal_1689-0027","1689-0027","Acta Protozoologica","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1689-0027_KnowledgeField_15_YearEvaluation_2005_Qualis_B2","Journal_1689-0027","1689-0027","Acta Protozoologica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0001-6896_KnowledgeField_37_YearEvaluation_2005_Qualis_B1","Journal_0001-6896","0001-6896","Acta Psiquiátrica y Psicológica de América Latina","KnowledgeField_37",37,"PSICOLOGIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1600-0447_KnowledgeField_8_YearEvaluation_2005_Qualis_A2","Journal_1600-0447","1600-0447","Acta Psychiatrica Scandinavica","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1600-0447_KnowledgeField_15_YearEvaluation_2005_Qualis_A2","Journal_1600-0447","1600-0447","Acta Psychiatrica Scandinavica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1600-0447_KnowledgeField_16_YearEvaluation_2005_Qualis_A2","Journal_1600-0447","1600-0447","Acta Psychiatrica Scandinavica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1600-0447_KnowledgeField_22_YearEvaluation_2005_Qualis_A2","Journal_1600-0447","1600-0447","Acta Psychiatrica Scandinavica","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0065-1591_KnowledgeField_15_YearEvaluation_2005_Qualis_B3","Journal_0065-1591","0065-1591","Acta Psychiatrica Scandinavica. Supplementum","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0065-1591_KnowledgeField_16_YearEvaluation_2005_Qualis_B3","Journal_0065-1591","0065-1591","Acta Psychiatrica Scandinavica. Supplementum","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1600-0455_KnowledgeField_9_YearEvaluation_2005_Qualis_B4","Journal_1600-0455","1600-0455","Acta Radiologica","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1600-0455_KnowledgeField_15_YearEvaluation_2005_Qualis_B2","Journal_1600-0455","1600-0455","Acta Radiologica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1600-0455_KnowledgeField_16_YearEvaluation_2005_Qualis_B2","Journal_1600-0455","1600-0455","Acta Radiologica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1600-0455_KnowledgeField_17_YearEvaluation_2005_Qualis_B2","Journal_1600-0455","1600-0455","Acta Radiologica","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0303-464X_KnowledgeField_15_YearEvaluation_2005_Qualis_B3","Journal_0303-464X","0303-464X","Acta Reumatologica Portuguesa","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0303-464X_KnowledgeField_16_YearEvaluation_2005_Qualis_B3","Journal_0303-464X","0303-464X","Acta Reumatologica Portuguesa","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0303-464X_KnowledgeField_17_YearEvaluation_2005_Qualis_B3","Journal_0303-464X","0303-464X","Acta Reumatologica Portuguesa","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0303-464X_KnowledgeField_18_YearEvaluation_2005_Qualis_B5","Journal_0303-464X","0303-464X","Acta Reumatologica Portuguesa","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0303-464X_KnowledgeField_22_YearEvaluation_2005_Qualis_B4","Journal_0303-464X","0303-464X","Acta Reumatologica Portuguesa","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1517-4492_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1517-4492","1517-4492","Acta Scientiae (ULBRA)","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1517-4492_KnowledgeField_998_YearEvaluation_2005_Qualis_B5","Journal_1517-4492","1517-4492","Acta Scientiae (ULBRA)","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1517-4492_KnowledgeField_38_YearEvaluation_2005_Qualis_B4","Journal_1517-4492","1517-4492","Acta Scientiae (ULBRA)","KnowledgeField_38",38,"EDUCAÇÃO","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1517-4492_KnowledgeField_999_YearEvaluation_2005_Qualis_B3","Journal_1517-4492","1517-4492","Acta Scientiae (ULBRA)","KnowledgeField_999",999,"ENSINO DE CIÊNCIAS E MATEMATICA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1517-4492_KnowledgeField_45_YearEvaluation_2005_Qualis_B3","Journal_1517-4492","1517-4492","Acta Scientiae (ULBRA)","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1678-0345_KnowledgeField_48_YearEvaluation_2005_Qualis_C","Journal_1678-0345","1678-0345","Acta Scientiae Veterinariae","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1678-0345_KnowledgeField_42_YearEvaluation_2005_Qualis_B5","Journal_1678-0345","1678-0345","Acta Scientiae Veterinariae","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1678-0345_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1678-0345","1678-0345","Acta Scientiae Veterinariae","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1678-0345_KnowledgeField_9_YearEvaluation_2005_Qualis_C","Journal_1678-0345","1678-0345","Acta Scientiae Veterinariae","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1678-0345_KnowledgeField_45_YearEvaluation_2005_Qualis_B3","Journal_1678-0345","1678-0345","Acta Scientiae Veterinariae","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1678-0345_KnowledgeField_15_YearEvaluation_2005_Qualis_B5","Journal_1678-0345","1678-0345","Acta Scientiae Veterinariae","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1678-0345_KnowledgeField_16_YearEvaluation_2005_Qualis_B5","Journal_1678-0345","1678-0345","Acta Scientiae Veterinariae","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1678-0345_KnowledgeField_23_YearEvaluation_2005_Qualis_B4","Journal_1678-0345","1678-0345","Acta Scientiae Veterinariae","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1679-9216_KnowledgeField_16_YearEvaluation_2005_Qualis_B5","Journal_1679-9216","1679-9216","Acta Scientiae Veterinariae","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-9216_KnowledgeField_23_YearEvaluation_2005_Qualis_B4","Journal_1679-9216","1679-9216","Acta Scientiae Veterinariae","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1415-6814_KnowledgeField_48_YearEvaluation_2005_Qualis_C","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1415-6814_KnowledgeField_25_YearEvaluation_2005_Qualis_B5","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_25",25,"CIÊNCIA DE ALIMENTOS","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1415-6814_KnowledgeField_42_YearEvaluation_2005_Qualis_B2","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1415-6814_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1415-6814_KnowledgeField_9_YearEvaluation_2005_Qualis_C","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1415-6814_KnowledgeField_998_YearEvaluation_2005_Qualis_B3","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1415-6814_KnowledgeField_38_YearEvaluation_2005_Qualis_B4","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_38",38,"EDUCAÇÃO","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1415-6814_KnowledgeField_10_YearEvaluation_2005_Qualis_B3","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_10",10,"ENGENHARIAS I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1415-6814_KnowledgeField_12_YearEvaluation_2005_Qualis_B3","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1415-6814_KnowledgeField_36_YearEvaluation_2005_Qualis_B2","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_36",36,"GEOGRAFIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1415-6814_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1415-6814_KnowledgeField_15_YearEvaluation_2005_Qualis_B5","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1415-6814_KnowledgeField_16_YearEvaluation_2005_Qualis_B5","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1415-6814_KnowledgeField_22_YearEvaluation_2005_Qualis_B3","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1415-6814_KnowledgeField_23_YearEvaluation_2005_Qualis_B3","Journal_1415-6814","1415-6814","Acta Scientiarum (UEM)","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1679-9275_KnowledgeField_25_YearEvaluation_2005_Qualis_B5","Journal_1679-9275","1679-9275","Acta Scientiarum Agronomy","KnowledgeField_25",25,"CIÊNCIA DE ALIMENTOS","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-9275_KnowledgeField_42_YearEvaluation_2005_Qualis_B2","Journal_1679-9275","1679-9275","Acta Scientiarum Agronomy","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-9275_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1679-9275","1679-9275","Acta Scientiarum Agronomy","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-9275_KnowledgeField_9_YearEvaluation_2005_Qualis_C","Journal_1679-9275","1679-9275","Acta Scientiarum Agronomy","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1679-9275_KnowledgeField_10_YearEvaluation_2005_Qualis_B4","Journal_1679-9275","1679-9275","Acta Scientiarum Agronomy","KnowledgeField_10",10,"ENGENHARIAS I","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1679-9275_KnowledgeField_36_YearEvaluation_2005_Qualis_B2","Journal_1679-9275","1679-9275","Acta Scientiarum Agronomy","KnowledgeField_36",36,"GEOGRAFIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-9275_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_1679-9275","1679-9275","Acta Scientiarum Agronomy","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-9275_KnowledgeField_23_YearEvaluation_2005_Qualis_B3","Journal_1679-9275","1679-9275","Acta Scientiarum Agronomy","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1807-8621_KnowledgeField_42_YearEvaluation_2005_Qualis_B2","Journal_1807-8621","1807-8621","Acta Scientiarum Agronomy","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1807-8621_KnowledgeField_998_YearEvaluation_2005_Qualis_B3","Journal_1807-8621","1807-8621","Acta Scientiarum Agronomy","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1806-2636_KnowledgeField_42_YearEvaluation_2005_Qualis_B5","Journal_1806-2636","1806-2636","Acta Scientiarum Animal Sciences","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1806-2636_KnowledgeField_23_YearEvaluation_2005_Qualis_B3","Journal_1806-2636","1806-2636","Acta Scientiarum Animal Sciences","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1807-8672_KnowledgeField_25_YearEvaluation_2005_Qualis_B5","Journal_1807-8672","1807-8672","Acta Scientiarum Animal Sciences","KnowledgeField_25",25,"CIÊNCIA DE ALIMENTOS","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1807-8672_KnowledgeField_42_YearEvaluation_2005_Qualis_B5","Journal_1807-8672","1807-8672","Acta Scientiarum Animal Sciences","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1807-8672_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1807-8672","1807-8672","Acta Scientiarum Animal Sciences","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1807-8672_KnowledgeField_998_YearEvaluation_2005_Qualis_B3","Journal_1807-8672","1807-8672","Acta Scientiarum Animal Sciences","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1807-8672_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_1807-8672","1807-8672","Acta Scientiarum Animal Sciences","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1807-8672_KnowledgeField_23_YearEvaluation_2005_Qualis_B2","Journal_1807-8672","1807-8672","Acta Scientiarum Animal Sciences","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-9283_KnowledgeField_42_YearEvaluation_2005_Qualis_B5","Journal_1679-9283","1679-9283","Acta Scientiarum Biological Sciences","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-9283_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1679-9283","1679-9283","Acta Scientiarum Biological Sciences","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-9283_KnowledgeField_998_YearEvaluation_2005_Qualis_B3","Journal_1679-9283","1679-9283","Acta Scientiarum Biological Sciences","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1679-9283_KnowledgeField_5_YearEvaluation_2005_Qualis_B4","Journal_1679-9283","1679-9283","Acta Scientiarum Biological Sciences","KnowledgeField_5",5,"GEOCIÊNCIAS","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1679-9283_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_1679-9283","1679-9283","Acta Scientiarum Biological Sciences","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-9283_KnowledgeField_23_YearEvaluation_2005_Qualis_B3","Journal_1679-9283","1679-9283","Acta Scientiarum Biological Sciences","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1807-863X_KnowledgeField_42_YearEvaluation_2005_Qualis_B5","Journal_1807-863X","1807-863X","Acta Scientiarum Biological Sciences","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1807-863X_KnowledgeField_998_YearEvaluation_2005_Qualis_B3","Journal_1807-863X","1807-863X","Acta Scientiarum Biological Sciences","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1807-863X_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_1807-863X","1807-863X","Acta Scientiarum Biological Sciences","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1807-863X_KnowledgeField_23_YearEvaluation_2005_Qualis_B3","Journal_1807-863X","1807-863X","Acta Scientiarum Biological Sciences","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1679-9291_KnowledgeField_42_YearEvaluation_2005_Qualis_B5","Journal_1679-9291","1679-9291","Acta Scientiarum Health Sciences","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-9291_KnowledgeField_998_YearEvaluation_2005_Qualis_B3","Journal_1679-9291","1679-9291","Acta Scientiarum Health Sciences","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1679-9291_KnowledgeField_21_YearEvaluation_2005_Qualis_B2","Journal_1679-9291","1679-9291","Acta Scientiarum Health Sciences","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-9291_KnowledgeField_20_YearEvaluation_2005_Qualis_B2","Journal_1679-9291","1679-9291","Acta Scientiarum Health Sciences","KnowledgeField_20",20,"ENFERMAGEM","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-9291_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_1679-9291","1679-9291","Acta Scientiarum Health Sciences","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-9291_KnowledgeField_16_YearEvaluation_2005_Qualis_B5","Journal_1679-9291","1679-9291","Acta Scientiarum Health Sciences","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-9291_KnowledgeField_18_YearEvaluation_2005_Qualis_B5","Journal_1679-9291","1679-9291","Acta Scientiarum Health Sciences","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-9291_KnowledgeField_22_YearEvaluation_2005_Qualis_B3","Journal_1679-9291","1679-9291","Acta Scientiarum Health Sciences","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1807-8648_KnowledgeField_20_YearEvaluation_2005_Qualis_B2","Journal_1807-8648","1807-8648","Acta Scientiarum Health Sciences","KnowledgeField_20",20,"ENFERMAGEM","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1807-8648_KnowledgeField_22_YearEvaluation_2005_Qualis_B3","Journal_1807-8648","1807-8648","Acta Scientiarum Health Sciences","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1679-7361_KnowledgeField_38_YearEvaluation_2005_Qualis_B3","Journal_1679-7361","1679-7361","Acta Scientiarum Human and Social Sciences","KnowledgeField_38",38,"EDUCAÇÃO","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1679-7361_KnowledgeField_33_YearEvaluation_2005_Qualis_B3","Journal_1679-7361","1679-7361","Acta Scientiarum Human and Social Sciences","KnowledgeField_33",33,"FILOSOFIA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1679-7361_KnowledgeField_36_YearEvaluation_2005_Qualis_B2","Journal_1679-7361","1679-7361","Acta Scientiarum Human and Social Sciences","KnowledgeField_36",36,"GEOGRAFIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-7361_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_1679-7361","1679-7361","Acta Scientiarum Human and Social Sciences","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1679-7361_KnowledgeField_41_YearEvaluation_2005_Qualis_B2","Journal_1679-7361","1679-7361","Acta Scientiarum Human and Social Sciences","KnowledgeField_41",41,"LETRAS / LINGUÍSTICA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0001-6969_KnowledgeField_14_YearEvaluation_2005_Qualis_B4","Journal_0001-6969","0001-6969","Acta Scientiarum Mathematicarum","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0065-1656_KnowledgeField_26_YearEvaluation_2005_Qualis_C","Journal_0065-1656","0065-1656","Acta Scientiarum Socialium","KnowledgeField_26",26,"DIREITO","YearEvaluation_2005",2005,"Qualis_C","C"
